,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,,-additional
2,64,DEN,Nik Bonitto,OLB,22,2025,0,2,2,32,32,64,0,0,0,0,0,0,0,0,0,0,0,93,1,37.0,Oklahoma,College Stats,BoniNi00
3,65,JAX,Luke Fortner,G,24,2025,0,0,3,19,16,68,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky,College Stats,FortLu01
3,66,MIN,Brian Asamoah,LB,22,2025,0,0,0,3,3,50,0,0,0,0,0,0,0,0,0,0,0,17,,,Oklahoma,College Stats,AsamBr00
3,67,NYG,Joshua Ezeudu,OL,22,2024,0,0,0,5,5,33,0,0,0,0,0,0,0,0,0,0,0,,,,North Carolina,College Stats,EzeuJo00
3,68,CLE,Martin Emerson,CB,21,2024,0,0,2,13,13,50,0,0,0,0,0,0,0,0,0,0,0,158,4,1.0,Mississippi St.,College Stats,EmerMa00
3,69,TEN,Nicholas Petit-Frere,T,22,2024,0,0,1,11,11,34,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.,College Stats,PetiNi00
3,70,JAX,Chad Muma,LB,23,2025,0,0,0,6,6,58,0,0,0,0,0,0,0,0,0,0,0,52,,1.5,Wyoming,College Stats,MumaCh00
3,71,CHI,Velus Jones Jr.,WR,25,2025,0,0,0,3,3,37,0,0,0,0,0,24,197,1,12,135,1,2,,,Tennessee,College Stats,JoneVe00
3,72,SEA,Abraham Lucas,OL,23,2025,0,0,2,22,22,46,0,0,0,0,0,0,0,0,0,0,0,1,,,Washington St.,College Stats,LucaAb00
3,73,IND,Jelani Woods,TE,23,2025,0,0,0,2,2,19,0,0,0,0,0,0,0,0,26,316,3,1,,,Virginia,College Stats,WoodJe01
3,74,ATL,Desmond Ridder,QB,23,2024,0,0,1,13,12,25,374,588,4002,16,14,78,293,5,1,-6,0,,,,Cincinnati,College Stats,RiddDe00
3,75,HOU,Christian Harris,LB,21,2025,0,0,2,14,14,46,0,0,0,0,0,0,0,0,0,0,0,129,1,4.0,Alabama,College Stats,HarrCh06
3,76,BAL,Travis Jones,DT,22,2025,0,0,2,15,15,65,0,0,0,0,0,0,0,0,0,0,0,76,,8.5,Connecticut,College Stats,JoneTr00
3,77,IND,Bernhard Raimann,OL,24,2025,0,0,4,25,25,61,0,0,0,0,0,0,0,0,0,0,0,,,,Central Michigan,College Stats,RaimBe00
3,78,CLE,Alex Wright,DE,22,2025,0,0,1,11,11,51,0,0,0,0,0,0,0,0,0,0,0,55,,11.5,Ala-Birmingham,College Stats,WrigAl01
3,79,LAC,JT Woods,S,22,2023,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,0,0,7,,,Baylor,College Stats,WoodJT00
3,80,DEN,Greg Dulcich,TE,22,2025,0,0,0,6,3,31,0,0,0,0,0,1,-7,0,67,799,3,,,,UCLA,College Stats,DulcGr00
3,81,NYG,Cordale Flott,CB,21,2025,0,0,2,12,12,53,0,0,0,0,0,0,0,0,0,0,0,103,3,,LSU,College Stats,FlotCo00
3,82,ATL,DeAngelo Malone,DE,23,2025,0,0,0,4,4,58,0,0,0,0,0,0,0,0,0,0,0,32,1,3.0,Western Kentucky,College Stats,MaloDe00
3,83,PHI,Nakobe Dean,LB,21,2025,0,0,1,14,14,47,0,0,0,0,0,0,0,0,0,0,0,141,1,7.5,Georgia,College Stats,DeanNa00
3,84,PIT,DeMarvin Leal,DT,22,2025,0,0,0,4,4,32,0,0,0,0,0,0,0,0,0,0,0,21,,1.0,Texas A&M,College Stats,LealDe00
3,85,NWE,Marcus Jones,CB,23,2025,1,0,1,26,26,48,0,0,0,0,0,1,5,0,5,96,1,133,6,2.0,Houston,College Stats,JoneMa06
3,86,TEN,Malik Willis,QB,23,2025,0,0,0,6,1,22,105,155,1322,6,3,74,405,4,0,0,0,1,,,Liberty,College Stats,WillMa12
3,87,ARI,Cameron Thomas,DE,22,2025,0,0,0,4,3,58,0,0,0,0,0,0,0,0,0,0,0,33,,6.5,San Diego St.,College Stats,ThomCa03
3,88,DAL,Jalen Tolbert,WR,23,2025,0,0,1,9,9,55,0,0,0,0,0,0,0,0,91,1093,10,4,,,South Alabama,College Stats,TolbJa00
3,89,BUF,Terrel Bernard,LB,23,2025,0,0,3,25,25,58,0,0,0,0,0,0,0,0,0,0,0,194,6,7.5,Baylor,College Stats,BernTe00
3,90,LVR,Dylan Parham,OL,23,2025,0,0,4,20,20,64,0,0,0,0,0,0,0,0,0,0,0,1,,,Memphis,College Stats,ParhDy00
3,91,TAM,Rachaad White,RB,23,2025,0,0,2,26,26,67,0,0,0,0,0,677,2656,14,205,1450,11,4,,,Arizona St.,College Stats,WhitRa01
3,92,GNB,Sean Rhyan,OL,21,2025,0,0,2,16,16,47,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats,RhyaSe00
3,93,SFO,Tyrion Davis-Price,RB,21,2024,0,0,0,1,1,8,0,0,0,0,0,43,127,0,0,0,0,,,,LSU,College Stats,DaviTy03
3,94,CAR,Matt Corral,QB,23,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats,CorrMa00
3,95,CIN,Zachary Carter,DE,23,2025,0,0,1,10,9,49,0,0,0,0,0,0,0,0,0,0,0,33,,2.0,Florida,College Stats,CartZa00
3,96,IND,Nick Cross,DB,20,2025,0,0,2,15,15,67,0,0,0,0,0,0,0,0,0,0,0,194,5,3.5,Maryland,College Stats,CrosNi00
3,97,DET,Kerby Joseph,DB,21,2025,1,0,3,26,26,55,0,0,0,0,0,0,0,0,0,0,0,196,20,,Illinois,College Stats,JoseKe03
3,98,WAS,Brian Robinson Jr.,RB,23,2025,0,0,3,19,16,58,0,0,0,0,0,662,2729,17,73,612,5,1,,,Alabama,College Stats,RobiBr01
3,99,CLE,David Bell,WR,21,2024,0,0,0,3,3,32,0,0,0,0,0,0,0,0,41,408,3,1,,,Purdue,College Stats,BellDa02
3,100,ARI,Myjai Sanders,DE,24,2023,0,0,0,3,2,20,0,0,0,0,0,0,0,0,0,0,0,21,,3.0,Cincinnati,College Stats,SandMy00
3,101,NYJ,Jeremy Ruckert,TE,22,2025,0,0,2,4,4,58,0,0,0,0,0,0,0,0,58,443,1,3,,,Ohio St.,College Stats,RuckJe00
3,102,MIA,Channing Tindall,LB,22,2025,0,0,0,3,3,51,0,0,0,0,0,0,0,0,0,0,0,12,,,Georgia,College Stats,TindCh00
3,103,KAN,Leo Chenal,LB,21,2025,0,0,3,20,20,65,0,0,0,0,0,0,0,0,0,0,0,124,1,7.0,Wisconsin,College Stats,ChenLe00
3,104,LAR,Logan Bruss,OL,23,2024,0,0,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats,BrusLo00
3,105,SFO,Danny Gray,WR,23,2022,0,0,0,0,0,13,0,0,0,0,0,1,9,0,1,10,0,,,,SMU,College Stats,GrayDa02
4,106,TAM,Cade Otton,TE,23,2025,0,0,4,17,17,63,0,0,0,0,0,1,-4,0,207,2018,11,5,,,Washington,College Stats,OttoCa00
4,107,HOU,Dameon Pierce,RB,22,2025,0,0,1,12,12,43,0,0,0,0,0,419,1684,8,45,268,1,1,,,Florida,College Stats,PierDa01
4,108,CLE,Perrion Winfrey,DT,22,2025,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,9,,0.5,Oklahoma,College Stats,WinfPe00
4,109,SEA,Coby Bryant,CB,23,2025,0,0,1,13,13,58,0,0,0,0,0,0,0,0,0,0,0,153,7,2.0,Cincinnati,College Stats,BryaCo01
4,110,BAL,Daniel Faalele,T,22,2025,0,0,2,18,18,66,0,0,0,0,0,0,0,0,0,0,0,,,,Minnesota,College Stats,FaalDa00
4,111,NYJ,Max Mitchell,T,22,2025,0,0,0,7,7,45,0,0,0,0,0,0,0,0,0,0,0,,,,Louisiana,College Stats,MitcMa02
4,112,NYG,Daniel Bellinger,TE,21,2025,0,0,3,9,9,62,0,0,0,0,0,1,2,1,88,934,4,2,,,San Diego St.,College Stats,BellDa00
4,113,WAS,Percy Butler,S,22,2025,0,0,1,7,7,63,0,0,0,0,0,0,0,0,0,0,0,81,,,Louisiana,College Stats,ButlPe00
4,114,NYG,Dane Belton,DB,21,2025,0,0,1,10,10,66,0,0,0,0,0,1,10,0,0,0,0,134,6,4.0,Iowa,College Stats,BeltDa00
4,115,DEN,Damarri Mathis,DB,23,2024,0,0,1,7,7,43,0,0,0,0,0,0,0,0,0,0,0,81,,,Pittsburgh,College Stats,MathDa00
4,116,DEN,Eyioma Uwazurike,DE,24,2025,0,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,30,,4.0,Iowa St.,College Stats,UwazEy00
4,117,NYJ,Micheal Clemons,DT,25,2025,0,0,1,13,13,65,0,0,0,0,0,0,0,0,0,0,0,63,,8.5,Texas A&M,College Stats,ClemMi03
4,118,MIN,Akayleb Evans,DB,23,2025,0,0,1,7,6,50,0,0,0,0,0,0,0,0,0,0,0,78,1,,Missouri,College Stats,EvanAk00
4,119,BAL,Jalyn Armour-Davis,DB,23,2025,0,0,1,5,2,30,0,0,0,0,0,0,0,0,0,0,0,30,,,Alabama,College Stats,ArmoJa00
4,120,CAR,Brandon Smith,LB,21,2023,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,6,,,Penn St.,College Stats,SmitBr08
4,121,NWE,Jack Jones,DB,24,2025,0,0,2,15,2,59,0,0,0,0,0,0,0,0,0,0,0,154,8,,Arizona St.,College Stats,JoneJa10
4,122,LVR,Zamir White,RB,22,2025,0,0,0,5,5,45,0,0,0,0,0,198,736,2,25,152,0,1,,,Georgia,College Stats,WhitZa01
4,123,LAC,Isaiah Spiller,RB,21,2023,0,0,0,1,1,15,0,0,0,0,0,55,137,0,9,47,0,,,,Texas A&M,College Stats,SpilIs00
4,124,CLE,Cade York,K,21,2024,0,0,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,1,,,LSU,College Stats,YorkCa00
4,125,MIA,Erik Ezukanma,WR,22,2024,0,0,0,0,0,5,0,0,0,0,0,5,22,0,1,3,0,,,,Texas Tech,College Stats,EzukEr00
4,126,LVR,Neil Farrell,DT,23,2024,0,0,0,2,1,19,0,0,0,0,0,0,0,0,0,0,0,5,,,LSU,College Stats,FarrNe00
4,127,NWE,Pierre Strong,RB,23,2024,0,0,0,4,1,46,0,0,0,0,0,99,499,2,26,193,0,14,,,South Dakota St.,,StroPi00
4,128,BAL,Charlie Kolar,TE,23,2025,0,0,0,4,4,47,0,0,0,0,0,1,2,0,30,409,4,6,,,Iowa St.,College Stats,KolaCh00
4,129,DAL,Jake Ferguson,TE,23,2025,0,2,3,19,19,64,0,0,0,0,0,1,1,0,231,2029,15,1,,,Wisconsin,College Stats,FergJa00
4,130,BAL,Jordan Stout,P,24,2025,1,1,3,8,8,68,0,0,0,0,0,0,0,0,0,0,0,3,,,Penn St.,College Stats,StouJo00
4,131,TEN,Hassan Haskins,RB,22,2025,0,0,0,2,1,44,0,0,0,0,0,76,229,2,18,119,1,16,,,Michigan,College Stats,HaskHa00
4,132,GNB,Romeo Doubs,WR,22,2025,0,0,3,23,23,59,0,0,0,0,0,1,11,0,202,2424,21,,,,Nevada,College Stats,DoubRo00
4,133,TAM,Jake Camarda,P,23,2024,0,0,2,8,8,38,0,0,0,0,0,0,0,0,0,0,0,6,,,Georgia,College Stats,CamaJa00
4,134,SFO,Spencer Burford,OL,22,2025,0,0,3,17,17,56,0,0,0,0,0,0,0,0,0,0,0,1,,,Texas-San Antonio,College Stats,BurfSp00
4,135,KAN,Joshua Williams,CB,22,2025,0,0,0,6,6,65,0,0,0,0,0,0,0,0,0,0,0,66,1,1.0,Fayetteville St.,,WillJo03
4,136,CIN,Cordell Volson,T,24,2024,0,0,3,22,22,50,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota St.,,VolsCo02
4,137,NWE,Bailey Zappe,QB,23,2024,0,0,0,2,2,15,208,335,2223,12,14,29,85,1,1,-6,0,,,,Western Kentucky,College Stats,ZappBa00
4,138,PIT,Calvin Austin III,WR,23,2025,0,0,0,12,12,48,0,0,0,0,0,11,57,1,84,1100,8,,,,Memphis,College Stats,AustCa00
4,139,BAL,Isaiah Likely,TE,22,2025,0,0,1,15,15,63,0,0,0,0,0,0,0,0,135,1568,15,4,,,Coastal Carolina,College Stats,LikeIs00
4,140,GNB,Zach Tom,OL,23,2025,0,0,3,26,26,55,0,0,0,0,0,0,0,0,0,0,0,1,,,Wake Forest,College Stats,TomxZa00
4,141,BAL,Damarion Williams,CB,24,2023,0,0,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,15,,,Houston,College Stats,WillDa15
4,142,LAR,Cobie Durant,DB,24,2025,0,0,3,16,16,61,0,0,0,0,0,0,0,0,0,0,0,96,7,2.0,South Carolina St.,,DuraDe01
4,143,TEN,Chig Okonkwo,TE,22,2025,0,0,2,16,16,68,0,0,0,0,0,6,25,0,194,2017,8,8,,,Maryland,College Stats,OkonCh00
5,144,WAS,Sam Howell,QB,21,2024,0,0,1,12,12,20,404,645,4139,22,23,54,300,6,1,4,0,,,,North Carolina,College Stats,HoweSa00
5,145,KAN,Darian Kinnard,T,22,2025,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,,,,Kentucky,College Stats,KinnDa00
5,146,NYG,Micah McFadden,LB,22,2025,0,0,2,18,18,48,0,0,0,0,0,0,0,0,0,0,0,161,1,6.0,Indiana,College Stats,McFaMi01
5,147,NYG,D.J. Davidson,DT,22,2025,0,0,0,5,5,47,0,0,0,0,0,0,0,0,0,0,0,26,,2.5,Arizona St.,College Stats,DaviDJ00
5,148,BUF,Khalil Shakir,WR,22,2025,0,0,3,25,25,62,0,0,0,0,0,4,19,0,197,2312,11,1,,,Boise St.,College Stats,ShakKh00
5,149,WAS,Cole Turner,TE,22,2025,0,0,0,1,1,23,0,0,0,0,0,0,0,0,13,143,0,1,,,Nevada,College Stats,TurnCo00
5,150,HOU,Thomas Booker,DE,22,2025,0,0,1,9,1,44,0,0,0,0,0,0,0,0,0,0,0,35,,1.5,Stanford,College Stats,BookTh00
5,151,ATL,Tyler Allgeier,RB,22,2025,0,0,0,20,20,67,0,0,0,0,0,676,2876,18,61,516,2,6,,,BYU,College Stats,AllgTy00
5,152,DEN,Delarrin Turner-Yell,S,22,2025,0,0,0,2,2,31,0,0,0,0,0,0,0,0,0,0,0,32,,,Oklahoma,College Stats,TurnDe02
5,153,SEA,Riq Woolen,CB,23,2025,0,1,3,22,22,64,0,0,0,0,0,0,0,0,0,0,0,153,12,,Texas-San Antonio,College Stats,WoolTa00
5,154,JAX,Snoop Conner,RB,22,2022,0,0,0,0,0,8,0,0,0,0,0,12,42,1,0,0,0,1,,,Mississippi,College Stats,ConnSn00
5,155,DAL,Matt Waletzko,OL,22,2024,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,,,,North Dakota,,WaleMa00
5,156,CLE,Jerome Ford,RB,22,2025,0,0,1,11,11,57,0,0,0,0,0,340,1463,7,107,647,5,1,,,Cincinnati,College Stats,FordJe00
5,157,TAM,Zyon McCollum,DB,23,2025,0,0,3,17,17,60,0,0,0,0,0,0,0,0,0,0,0,167,3,,Sam Houston St.,,McCoZy02
5,158,SEA,Tyreke Smith,DE,22,2023,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,Ohio St.,College Stats,SmitTy03
5,159,IND,Eric Johnson,DT,24,2025,0,0,0,4,3,51,0,0,0,0,0,0,0,0,0,0,0,13,,1.0,Missouri State,,JohnEr01
5,160,LAC,Otito Ogbonnia,DT,22,2025,0,0,1,12,12,41,0,0,0,0,0,0,0,0,0,0,0,44,,0.5,UCLA,College Stats,OgboOt00
5,161,NOR,D'Marco Jackson,LB,24,2025,0,0,0,6,3,43,0,0,0,0,0,0,0,0,0,0,0,29,1,1.0,Appalachian St.,College Stats,JackDM00
5,162,DEN,Montrell Washington,WR,23,2024,0,0,0,0,0,22,0,0,0,0,0,5,30,0,4,2,0,,,,Samford,,WashMo00
5,163,TEN,Kyle Philips,WR,23,2023,0,0,0,3,3,13,0,0,0,0,0,0,0,0,23,259,0,,,,UCLA,College Stats,PhilKy01
5,164,LAR,Kyren Williams,RB,22,2025,0,1,3,31,31,55,0,0,0,0,0,838,3834,36,111,745,8,2,,,Notre Dame,College Stats,WillKy02
5,165,MIN,Esezi Otomewo,DT,23,2025,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,8,,1.5,Minnesota,College Stats,OtomEs00
5,166,CIN,Tycen Anderson,S,23,2025,0,0,0,2,2,41,0,0,0,0,0,0,0,0,0,0,0,25,,,Toledo,College Stats,AndeTy00
5,167,DAL,DaRon Bland,DB,23,2025,1,1,2,21,21,53,0,0,0,0,0,0,0,0,0,0,0,165,15,,Fresno St.,College Stats,BlanDa00
5,168,CHI,Braxton Jones,OL,23,2025,0,0,3,18,18,46,0,0,0,0,0,0,0,0,0,0,0,1,,,Southern Utah,,JoneBr08
5,169,MIN,Ty Chandler,RB,24,2025,0,0,0,6,6,40,0,0,0,0,0,181,710,3,30,212,0,3,,,North Carolina,College Stats,ChanTy01
